texture=?,root=?,color=?,surface=?,sound=?,umbilicus=?
-0.3488,0.0463,-0.2130,0.0093,0.0864,0.0309
-0.3488,0.0463,-0.2130,0.0093,0.0864,0.0309
-0.1821,0.0463,-0.2130,0.0093,-0.0247,-0.0247
-0.2006,0.0463,-0.2130,0.0093,-0.0432,0.0123
-0.2006,0.0463,-0.2130,0.0093,-0.0432,0.0123
-0.1698,0.0401,-0.2006,-0.0093,-0.0247,-0.0247
-0.1883,0.0401,-0.2006,-0.0093,-0.0432,0.0123
-0.1883,0.0401,-0.2006,-0.0093,-0.0432,0.0123
-0.2068,0.0401,-0.2006,-0.0093,0.0494,-0.0617
-0.3364,0.0401,-0.2006,-0.0093,0.0864,0.0309
-0.3364,0.0401,-0.2006,-0.0093,0.0864,0.0309
-0.1698,0.0401,-0.2006,-0.0093,-0.0247,-0.0247
-0.1883,0.0401,-0.2006,-0.0093,-0.0432,0.0123
-0.1883,0.0401,-0.2006,-0.0093,-0.0432,0.0123
-0.0201,-0.1065,-0.2176,0.0046,-0.0247,-0.0247
-0.0386,-0.1065,-0.2176,0.0046,-0.0432,0.0123
-0.0386,-0.1065,-0.2176,0.0046,-0.0432,0.0123
-0.0571,-0.1065,-0.2176,0.0046,0.0494,-0.0617
-0.1867,-0.1065,-0.2176,0.0046,0.0864,0.0309
-0.1867,-0.1065,-0.2176,0.0046,0.0864,0.0309
-0.0201,-0.1065,-0.2176,0.0046,-0.0247,-0.0247
-0.0386,-0.1065,-0.2176,0.0046,-0.0432,0.0123
-0.0386,-0.1065,-0.2176,0.0046,-0.0432,0.0123
-0.0170,-0.1034,-0.2145,-0.0046,-0.0247,-0.0247
-0.0355,-0.1034,-0.2145,-0.0046,-0.0432,0.0123
-0.0355,-0.1034,-0.2145,-0.0046,-0.0432,0.0123
-0.0540,-0.1034,-0.2145,-0.0046,0.0494,-0.0617
-0.1836,-0.1034,-0.2145,-0.0046,0.0864,0.0309
-0.1836,-0.1034,-0.2145,-0.0046,0.0864,0.0309
-0.0170,-0.1034,-0.2145,-0.0046,-0.0247,-0.0247
-0.0355,-0.1034,-0.2145,-0.0046,-0.0432,0.0123
-0.0355,-0.1034,-0.2145,-0.0046,-0.0432,0.0123
0.3179,-0.1019,0.4352,0.0093,-0.0247,-0.0247
0.2994,-0.1019,0.4352,0.0093,-0.0432,0.0123
0.2994,-0.1019,0.4352,0.0093,-0.0432,0.0123
0.2809,-0.1019,0.4352,0.0093,0.0494,-0.0617
0.1512,-0.1019,0.4352,0.0093,0.0864,0.0309
0.1512,-0.1019,0.4352,0.0093,0.0864,0.0309
0.3179,-0.1019,0.4352,0.0093,-0.0247,-0.0247
0.2994,-0.1019,0.4352,0.0093,-0.0432,0.0123
0.2994,-0.1019,0.4352,0.0093,-0.0432,0.0123
0.3302,-0.0895,0.4290,-0.0093,-0.0247,-0.0247
0.3117,-0.0895,0.4290,-0.0093,-0.0432,0.0123
0.3117,-0.0895,0.4290,-0.0093,-0.0432,0.0123
0.2932,-0.0895,0.4290,-0.0093,0.0494,-0.0617
0.1636,-0.0895,0.4290,-0.0093,0.0864,0.0309
0.1636,-0.0895,0.4290,-0.0093,0.0864,0.0309
0.3302,-0.0895,0.4290,-0.0093,-0.0247,-0.0247
0.3117,-0.0895,0.4290,-0.0093,-0.0432,0.0123
0.3117,-0.0895,0.4290,-0.0093,-0.0432,0.0123
-0.0201,-0.1065,-0.2176,0.0046,-0.0247,-0.0247
-0.0386,-0.1065,-0.2176,0.0046,-0.0432,0.0123
-0.0386,-0.1065,-0.2176,0.0046,-0.0432,0.0123
-0.0571,-0.1065,-0.2176,0.0046,0.0494,-0.0617
-0.1867,-0.1065,-0.2176,0.0046,0.0864,0.0309
-0.1867,-0.1065,-0.2176,0.0046,0.0864,0.0309
-0.0201,-0.1065,-0.2176,0.0046,-0.0247,-0.0247
-0.0386,-0.1065,-0.2176,0.0046,-0.0432,0.0123
-0.0386,-0.1065,-0.2176,0.0046,-0.0432,0.0123
-0.0170,-0.1034,-0.2145,-0.0046,-0.0247,-0.0247
-0.0355,-0.1034,-0.2145,-0.0046,-0.0432,0.0123
-0.0355,-0.1034,-0.2145,-0.0046,-0.0432,0.0123
-0.0540,-0.1034,-0.2145,-0.0046,0.0494,-0.0617
-0.1836,-0.1034,-0.2145,-0.0046,0.0864,0.0309
-0.1836,-0.1034,-0.2145,-0.0046,0.0864,0.0309
-0.0170,-0.1034,-0.2145,-0.0046,-0.0247,-0.0247
-0.0355,-0.1034,-0.2145,-0.0046,-0.0432,0.0123
-0.0355,-0.1034,-0.2145,-0.0046,-0.0432,0.0123
