F1,F2,F3,F4,F5,F6,F7,F8,F9
-2.195870535714285546e-02,-2.476702008928571563e-01,9.020182291666666019e-02,1.127464657738095205e-01,-2.926432291666666852e-01,5.024646577380952051e-02,-8.405412946428571230e-02,-6.017020089285714246e-02,-1.154203869047619110e-02
-2.172619047619047533e-02,-2.464611235119047727e-01,8.895554315476190965e-02,1.118722098214285782e-01,-2.916666666666666852e-01,4.245256696428571092e-02,-9.184802827380952883e-02,-6.796409970238095899e-02,1.154203869047619110e-02
-2.074962797619047533e-02,-2.305292038690476275e-01,8.472377232142856707e-02,1.090541294642857206e-01,-2.646484375000000000e-01,6.947079613095237527e-02,-2.529994419642856984e-01,6.017020089285714246e-02,-1.933593750000000069e-02
-2.031250000000000069e-02,-2.272739955357142849e-01,8.210100446428571230e-02,1.071010044642857206e-01,-2.618303571428571286e-01,4.527064732142856845e-02,-2.771995907738095122e-01,6.796409970238095899e-02,1.933593750000000069e-02
-1.933593750000000069e-02,-2.291155133928571563e-01,8.405412946428571230e-02,7.921781994047619180e-02,-2.944847470238095011e-01,7.921781994047619180e-02,8.405412946428571230e-02,-2.291155133928571563e-01,-1.933593750000000069e-02
-1.889880952380952259e-02,-2.258603050595238138e-01,8.143136160714285754e-02,7.726469494047619180e-02,-2.916666666666666852e-01,5.501767113095237804e-02,9.184802827380952883e-02,-2.533156622023809423e-01,1.933593750000000069e-02
-1.608072916666666505e-02,-1.036225818452380931e-01,6.549944196428571230e-02,6.512741815476190410e-02,-1.305152529761904878e-01,2.161690848214285754e-01,2.529994419642856984e-01,2.291155133928571563e-01,-4.353608630952381098e-02
-1.510416666666666678e-02,-9.050874255952380543e-02,5.844959077380952606e-02,5.949125744047618902e-02,-1.183779761904761862e-01,6.715494791666666574e-02,2.771995907738095122e-01,2.533156622023809423e-01,4.353608630952381098e-02
-2.239583333333333356e-02,-7.623232886904761363e-02,2.675176711309523725e-01,2.893926711309524058e-01,2.594401041666666852e-01,-8.344959077380952051e-02,-5.324125744047619041e-02,-2.935732886904762057e-02,-1.651785714285714315e-02
-2.195870535714285546e-02,-7.481863839285714246e-02,2.630533854166666741e-01,2.855980282738095344e-01,2.566220238095238138e-01,-7.749720982142857539e-02,-6.812220982142856707e-02,-4.423828124999999722e-02,1.651785714285714315e-02
-2.172619047619047533e-02,-7.317243303571428770e-02,2.622442336309523947e-01,2.851609002976190355e-01,2.478515625000000111e-01,-8.626767113095237804e-02,-7.689267113095238360e-02,2.935732886904762057e-02,-3.139880952380952328e-02
-2.074962797619047533e-02,-6.937779017857143016e-02,2.458751860119047505e-01,2.702055431547619180e-01,2.357142857142857095e-01,-7.138671874999999445e-02,-1.307617187500000056e-01,4.423828124999999722e-02,3.139880952380952328e-02
-2.031250000000000069e-02,-7.175874255952380265e-02,2.615745907738095122e-01,2.553245907738095344e-01,2.575985863095238138e-01,-1.161039806547619069e-01,5.324125744047619041e-02,-5.300874255952380681e-02,-3.139880952380952328e-02
